face,demeanor,game,height,lightsaber,type
beard,calm,monopoly,71.92,green,Jedi
clean,menacing,chutes,63.77,red,Sith
clean,calm,chutes,69.17,green,Jedi
clean,calm,chutes,75.65,red,Sith
clean,menacing,chutes,73.9,red,Sith
beard,calm,monopoly,58.56,green,Jedi
beard,calm,clue,69.88,red,Sith
clean,menacing,monopoly,71.95,red,Sith
clean,calm,clue,37.03,blue,Jedi
clean,menacing,clue,72.12,red,Sith
beard,calm,clue,60.63,blue,Jedi
clean,calm,clue,70.02,red,Sith
beard,calm,monopoly,78.01,blue,Jedi
clean,calm,monopoly,68.56,red,Sith
beard,menacing,chutes,69.62,red,Sith
clean,menacing,clue,77.93,red,Sith
clean,menacing,chutes,62.17,red,Sith
clean,menacing,clue,75.33,red,Sith
clean,calm,chutes,69.1,red,Sith
clean,menacing,monopoly,59.83,blue,Jedi
clean,calm,monopoly,67.85,red,Sith
clean,menacing,monopoly,71.81,red,Sith
clean,calm,chutes,73.77,blue,Sith
beard,calm,chutes,83.57,green,Jedi
clean,menacing,chutes,70.19,red,Sith
beard,calm,monopoly,51.18,green,Jedi
beard,calm,clue,71.53,green,Jedi
clean,calm,monopoly,69.73,blue,Sith
beard,calm,clue,65.82,blue,Jedi
clean,calm,clue,72.54,blue,Sith
beard,calm,monopoly,72.39,green,Jedi
clean,menacing,chutes,74.68,red,Sith
beard,calm,monopoly,66.3,red,Sith
clean,calm,clue,78.33,red,Sith
clean,calm,chutes,76.33,red,Sith
clean,calm,monopoly,69.66,red,Sith
clean,calm,chutes,63.32,red,Sith
clean,menacing,monopoly,69.5,blue,Sith
clean,menacing,chutes,65.97,red,Sith
clean,calm,clue,71.77,red,Sith
beard,calm,monopoly,58.89,blue,Jedi
clean,menacing,chutes,73.53,red,Sith
clean,calm,monopoly,82.29,blue,Sith
beard,calm,clue,61.58,blue,Jedi
clean,menacing,chutes,73.83,red,Sith
beard,calm,clue,52.82,blue,Jedi
beard,calm,monopoly,52.5,green,Jedi
clean,menacing,monopoly,63.08,red,Sith
clean,calm,monopoly,57.72,blue,Jedi
beard,calm,monopoly,69.57,blue,Jedi
beard,calm,chutes,66.13,blue,Jedi
beard,calm,monopoly,64.54,blue,Jedi
beard,calm,monopoly,64.24,green,Jedi
clean,calm,clue,64.72,red,Sith
beard,menacing,clue,68.38,red,Jedi
beard,calm,clue,57.15,green,Jedi
clean,calm,monopoly,69.4,red,Sith
clean,menacing,monopoly,66.39,red,Sith
clean,calm,monopoly,70.22,blue,Sith
clean,calm,monopoly,68.33,red,Sith
beard,calm,chutes,70.5,blue,Jedi
beard,calm,monopoly,72.66,blue,Jedi
beard,calm,chutes,76.46,red,Sith
beard,calm,clue,52.45,green,Jedi
beard,calm,clue,78.88,blue,Jedi
clean,calm,monopoly,64.56,red,Sith
clean,calm,clue,78.74,red,Sith
clean,calm,clue,65.92,green,Jedi
clean,menacing,chutes,66.8,red,Sith
clean,calm,clue,68.19,red,Sith
beard,menacing,monopoly,93.59,green,Jedi
clean,menacing,monopoly,59.21,red,Sith
beard,calm,clue,76.69,red,Sith
clean,menacing,clue,73.36,red,Sith
beard,calm,monopoly,69.36,green,Jedi
clean,calm,chutes,69.26,red,Sith
clean,calm,monopoly,61.74,red,Sith
beard,calm,clue,71.82,green,Jedi
beard,calm,monopoly,59.12,green,Jedi
clean,menacing,clue,71.79,red,Sith
beard,calm,clue,34.92,green,Jedi
beard,calm,chutes,61.6,blue,Jedi
beard,calm,monopoly,70.0,green,Jedi
beard,calm,clue,68.3,blue,Jedi
clean,calm,monopoly,72.4,red,Sith
clean,menacing,clue,81.99,red,Sith
clean,calm,chutes,66.74,blue,Sith
clean,calm,clue,74.06,red,Sith
beard,calm,monopoly,66.73,red,Sith
clean,menacing,monopoly,74.6,green,Sith
clean,calm,monopoly,73.89,red,Sith
beard,calm,monopoly,63.57,blue,Jedi
clean,menacing,chutes,68.32,red,Sith
beard,calm,monopoly,75.34,blue,Jedi
clean,menacing,monopoly,71.33,red,Sith
beard,calm,chutes,55.62,red,Jedi
clean,menacing,chutes,70.8,red,Sith
beard,calm,chutes,55.83,blue,Jedi
clean,menacing,clue,62.44,red,Sith
clean,menacing,monopoly,73.08,green,Sith
clean,menacing,monopoly,73.67,red,Sith
clean,menacing,clue,67.31,blue,Sith
clean,calm,clue,68.98,blue,Sith
beard,calm,monopoly,66.96,red,Sith
beard,menacing,monopoly,87.58,blue,Jedi
clean,menacing,chutes,81.27,red,Sith
clean,menacing,monopoly,63.28,red,Sith
beard,calm,monopoly,78.16,blue,Jedi
clean,menacing,monopoly,69.37,red,Sith
clean,menacing,clue,75.24,red,Sith
beard,menacing,chutes,65.88,blue,Sith
clean,calm,monopoly,66.18,red,Sith
clean,calm,chutes,64.64,red,Sith
clean,calm,monopoly,77.32,blue,Sith
clean,menacing,clue,74.4,blue,Sith
beard,calm,chutes,62.08,blue,Jedi
beard,calm,clue,70.68,green,Jedi
clean,calm,clue,79.71,blue,Jedi
clean,calm,chutes,53.57,blue,Jedi
clean,calm,chutes,70.49,red,Sith
beard,calm,chutes,57.24,blue,Jedi
clean,calm,monopoly,63.95,blue,Sith
clean,menacing,monopoly,76.93,red,Sith
beard,menacing,chutes,55.96,green,Jedi
beard,menacing,chutes,63.71,blue,Sith
beard,calm,monopoly,84.05,green,Jedi
clean,calm,clue,68.76,red,Sith
clean,calm,chutes,66.27,blue,Jedi
clean,menacing,monopoly,76.17,red,Sith
clean,calm,clue,70.05,green,Jedi
clean,calm,monopoly,69.98,red,Sith
clean,menacing,clue,65.08,red,Sith
clean,calm,monopoly,67.07,red,Sith
clean,calm,clue,74.13,green,Jedi
clean,calm,chutes,68.97,red,Sith
beard,calm,chutes,66.46,blue,Jedi
clean,calm,clue,60.46,red,Sith
beard,calm,clue,87.7,blue,Jedi
clean,menacing,clue,66.49,red,Sith
clean,calm,chutes,78.3,red,Sith
beard,menacing,clue,73.48,green,Jedi
beard,calm,monopoly,63.11,red,Sith
clean,calm,monopoly,66.03,blue,Jedi
beard,calm,chutes,58.08,blue,Jedi
beard,calm,clue,76.54,green,Sith
clean,calm,monopoly,64.07,red,Sith
clean,menacing,monopoly,70.63,red,Sith
clean,menacing,clue,67.93,red,Sith
clean,calm,chutes,71.12,red,Sith
beard,calm,monopoly,60.22,green,Jedi
beard,calm,clue,64.1,blue,Jedi
clean,calm,chutes,76.03,red,Sith
beard,menacing,monopoly,71.97,red,Sith
beard,calm,clue,65.84,green,Jedi
clean,menacing,monopoly,63.28,red,Sith
clean,calm,monopoly,49.21,green,Jedi
beard,calm,monopoly,58.7,green,Jedi
clean,menacing,clue,72.12,red,Sith
clean,calm,clue,73.68,blue,Sith
clean,calm,monopoly,76.03,green,Sith
clean,menacing,clue,64.75,red,Sith
clean,calm,monopoly,67.98,red,Sith
beard,calm,clue,76.63,blue,Jedi
clean,menacing,monopoly,78.31,blue,Sith
beard,calm,chutes,63.93,red,Sith
beard,calm,monopoly,72.88,blue,Jedi
clean,calm,monopoly,78.83,green,Jedi
beard,calm,monopoly,65.51,blue,Jedi
clean,menacing,clue,68.54,red,Sith
clean,calm,clue,79.74,green,Jedi
clean,menacing,clue,60.48,red,Sith
clean,menacing,chutes,59.11,green,Sith
clean,menacing,monopoly,73.27,red,Sith
clean,menacing,clue,75.31,red,Sith
beard,calm,chutes,70.48,blue,Jedi
clean,menacing,clue,71.12,red,Sith
beard,calm,monopoly,79.59,blue,Jedi
clean,menacing,monopoly,73.51,red,Sith
clean,calm,monopoly,72.91,blue,Sith
clean,menacing,clue,76.07,red,Sith
beard,calm,monopoly,62.91,blue,Jedi
clean,calm,chutes,75.28,blue,Jedi
beard,calm,chutes,67.76,red,Sith
beard,calm,clue,74.43,red,Sith
clean,menacing,clue,71.39,blue,Sith
beard,calm,chutes,88.96,red,Jedi
clean,calm,clue,70.68,red,Sith
clean,menacing,monopoly,59.95,red,Sith
clean,calm,monopoly,72.33,red,Sith
beard,calm,chutes,62.65,blue,Jedi
clean,calm,chutes,50.16,blue,Jedi
beard,calm,chutes,64.88,blue,Jedi
clean,menacing,chutes,72.16,red,Sith
beard,menacing,chutes,75.71,blue,Sith
clean,calm,chutes,72.71,red,Sith
clean,menacing,clue,75.56,red,Sith
clean,calm,clue,71.13,green,Jedi
clean,calm,chutes,62.1,red,Sith
clean,calm,clue,67.92,green,Sith
clean,calm,clue,69.1,red,Sith
beard,menacing,monopoly,54.43,blue,Jedi
clean,calm,clue,37.67,green,Jedi
clean,menacing,monopoly,68.83,red,Sith
clean,calm,clue,66.14,red,Sith
clean,menacing,clue,71.28,red,Sith
beard,calm,clue,50.95,blue,Jedi
clean,calm,clue,67.53,red,Sith
clean,menacing,monopoly,60.61,red,Sith
clean,menacing,chutes,68.13,red,Sith
clean,menacing,chutes,74.44,red,Sith
clean,menacing,chutes,65.21,red,Sith
clean,menacing,chutes,64.21,red,Sith
clean,calm,chutes,78.72,red,Sith
clean,calm,clue,69.58,red,Sith
clean,calm,monopoly,64.44,red,Sith
beard,calm,clue,61.68,blue,Jedi
beard,calm,monopoly,67.54,blue,Jedi
beard,menacing,clue,73.46,blue,Sith
clean,calm,monopoly,60.44,green,Jedi
beard,menacing,monopoly,66.63,red,Sith
clean,menacing,chutes,68.31,red,Sith
clean,menacing,chutes,61.32,red,Sith
clean,calm,monopoly,74.3,red,Sith
beard,calm,chutes,55.68,green,Jedi
clean,calm,monopoly,77.89,red,Sith
clean,menacing,chutes,66.7,red,Sith
clean,calm,clue,42.99,blue,Jedi
beard,calm,clue,33.21,blue,Jedi
clean,menacing,monopoly,61.96,red,Sith
clean,calm,monopoly,71.78,red,Sith
beard,calm,chutes,48.07,blue,Jedi
beard,calm,clue,59.56,blue,Jedi
beard,calm,clue,51.54,green,Jedi
clean,menacing,monopoly,71.35,blue,Sith
beard,calm,monopoly,62.9,blue,Jedi
clean,calm,monopoly,58.82,green,Jedi
clean,menacing,monopoly,49.71,green,Jedi
clean,menacing,monopoly,66.22,red,Sith
clean,calm,chutes,60.64,blue,Jedi
clean,calm,chutes,86.26,blue,Jedi
beard,calm,clue,51.09,blue,Jedi
clean,menacing,chutes,79.78,green,Sith
clean,menacing,monopoly,64.33,red,Sith
clean,calm,monopoly,58.91,red,Sith
clean,calm,clue,69.52,blue,Jedi
beard,calm,clue,66.85,green,Jedi
clean,calm,chutes,75.48,red,Sith
clean,menacing,clue,69.32,blue,Sith
clean,menacing,monopoly,71.06,red,Sith
clean,menacing,chutes,73.44,blue,Sith
clean,menacing,chutes,69.71,blue,Sith
clean,calm,clue,80.25,red,Sith
beard,calm,chutes,73.89,blue,Jedi
clean,calm,chutes,73.9,red,Sith
beard,calm,chutes,37.29,blue,Jedi
clean,menacing,clue,70.75,red,Sith
clean,calm,monopoly,88.99,green,Jedi
clean,menacing,clue,66.39,red,Sith
beard,calm,monopoly,72.66,blue,Jedi
clean,calm,monopoly,56.63,green,Jedi
beard,calm,monopoly,72.94,green,Jedi
clean,menacing,clue,73.82,blue,Jedi
clean,calm,monopoly,60.51,green,Jedi
clean,menacing,monopoly,65.54,red,Sith
clean,calm,monopoly,59.42,blue,Jedi
clean,menacing,monopoly,76.11,red,Sith
clean,menacing,monopoly,74.59,red,Sith
clean,menacing,chutes,74.49,blue,Sith
clean,calm,clue,77.82,red,Sith
clean,calm,clue,54.27,green,Jedi
beard,calm,chutes,44.05,blue,Jedi
clean,menacing,chutes,55.28,red,Sith
beard,calm,clue,58.69,green,Jedi
beard,menacing,clue,76.05,red,Sith
clean,menacing,monopoly,61.52,red,Sith
clean,calm,monopoly,76.32,red,Sith
beard,menacing,chutes,69.93,red,Sith
clean,menacing,clue,82.43,green,Jedi
clean,calm,clue,56.52,blue,Jedi
beard,calm,clue,50.77,green,Jedi
beard,calm,chutes,63.55,blue,Jedi
beard,calm,chutes,49.28,blue,Jedi
clean,calm,clue,65.41,blue,Sith
beard,calm,chutes,53.11,green,Jedi
clean,calm,clue,52.58,blue,Jedi
clean,calm,clue,68.85,red,Sith
clean,menacing,monopoly,70.03,red,Sith
clean,calm,monopoly,69.33,red,Sith
clean,menacing,monopoly,71.26,red,Sith
clean,menacing,chutes,73.27,red,Sith
clean,calm,monopoly,58.65,green,Jedi
clean,calm,clue,74.52,red,Sith
clean,menacing,clue,59.76,red,Sith
beard,menacing,monopoly,69.79,green,Jedi
clean,calm,chutes,67.16,blue,Sith
beard,calm,monopoly,62.58,green,Jedi
clean,menacing,monopoly,67.25,blue,Sith
clean,menacing,clue,64.85,red,Sith
clean,menacing,chutes,64.3,red,Sith
clean,menacing,clue,75.3,red,Sith
clean,calm,monopoly,69.1,red,Sith
clean,calm,monopoly,64.36,blue,Jedi
clean,calm,monopoly,70.0,red,Sith
clean,menacing,chutes,69.5,red,Sith
beard,calm,clue,49.18,green,Jedi
beard,calm,monopoly,67.25,green,Sith
clean,calm,monopoly,52.83,blue,Jedi
clean,menacing,monopoly,63.4,red,Sith
beard,calm,chutes,77.58,blue,Jedi
clean,menacing,monopoly,68.55,red,Sith
beard,calm,chutes,64.1,green,Jedi
beard,calm,clue,61.08,blue,Jedi
beard,calm,monopoly,82.7,blue,Sith
beard,menacing,monopoly,71.44,blue,Jedi
clean,calm,monopoly,69.44,red,Sith
clean,calm,monopoly,72.01,red,Sith
beard,calm,chutes,73.39,blue,Sith
beard,menacing,clue,52.09,blue,Jedi
clean,menacing,chutes,72.38,red,Sith
beard,calm,monopoly,61.5,green,Jedi
clean,calm,clue,71.62,green,Sith
beard,menacing,chutes,55.95,green,Jedi
clean,calm,chutes,72.93,red,Sith
clean,calm,monopoly,46.83,blue,Jedi
clean,menacing,clue,75.99,red,Sith
beard,calm,clue,69.33,blue,Jedi
clean,calm,monopoly,73.58,red,Sith
clean,menacing,chutes,65.5,red,Sith
clean,calm,monopoly,54.49,green,Jedi
clean,menacing,monopoly,67.39,red,Sith
beard,calm,monopoly,58.09,green,Jedi
beard,calm,chutes,68.85,red,Jedi
beard,calm,chutes,62.96,blue,Jedi
clean,menacing,chutes,77.17,red,Sith
clean,calm,clue,64.55,red,Sith
beard,calm,chutes,49.52,green,Jedi
clean,menacing,chutes,78.74,blue,Sith
beard,calm,chutes,68.34,blue,Jedi
beard,calm,monopoly,66.41,green,Jedi
beard,calm,chutes,68.58,blue,Jedi
beard,calm,clue,61.03,green,Jedi
clean,menacing,monopoly,70.4,blue,Sith
clean,menacing,monopoly,71.2,red,Sith
beard,calm,clue,59.78,blue,Jedi
beard,calm,clue,85.06,blue,Jedi
clean,calm,monopoly,70.74,red,Sith
beard,calm,clue,63.88,red,Jedi
clean,calm,monopoly,77.31,red,Sith
clean,calm,chutes,67.7,red,Sith
clean,menacing,clue,70.47,blue,Sith
clean,menacing,chutes,71.17,red,Sith
beard,calm,clue,77.03,green,Jedi
clean,menacing,monopoly,81.42,red,Sith
beard,calm,monopoly,66.68,green,Jedi
beard,calm,chutes,67.19,blue,Jedi
clean,menacing,chutes,73.58,red,Sith
clean,calm,monopoly,69.75,blue,Sith
clean,calm,chutes,64.18,red,Sith
beard,calm,monopoly,63.88,green,Jedi
beard,menacing,chutes,66.32,green,Jedi
clean,menacing,clue,68.91,red,Sith
clean,menacing,chutes,65.43,blue,Sith
beard,calm,monopoly,66.53,blue,Jedi
clean,calm,monopoly,71.4,red,Sith
beard,menacing,chutes,53.97,green,Jedi
beard,calm,clue,64.39,blue,Jedi
clean,menacing,monopoly,65.97,red,Sith
beard,menacing,monopoly,65.07,blue,Jedi
beard,calm,chutes,68.6,blue,Jedi
clean,menacing,monopoly,74.73,green,Sith
clean,calm,monopoly,73.75,red,Sith
clean,calm,monopoly,64.43,red,Sith
clean,menacing,chutes,64.62,red,Sith
clean,calm,monopoly,71.82,red,Sith
clean,menacing,monopoly,70.62,red,Sith
beard,calm,monopoly,71.91,blue,Jedi
clean,calm,chutes,70.0,red,Sith
clean,menacing,clue,67.09,blue,Sith
clean,calm,monopoly,60.64,red,Sith
clean,calm,clue,66.57,red,Sith
clean,menacing,clue,69.59,red,Sith
clean,menacing,chutes,71.63,red,Sith
clean,calm,chutes,68.57,red,Sith
clean,menacing,clue,75.85,red,Sith
beard,calm,clue,67.33,green,Jedi
clean,calm,monopoly,61.03,blue,Sith
clean,calm,chutes,67.64,red,Sith
clean,menacing,chutes,78.32,red,Sith
clean,menacing,monopoly,65.56,red,Sith
clean,calm,monopoly,76.28,red,Sith
clean,menacing,monopoly,76.98,red,Sith
beard,calm,chutes,62.49,green,Jedi
clean,calm,chutes,63.79,red,Sith
clean,calm,monopoly,79.98,red,Sith
clean,calm,chutes,66.69,blue,Jedi
clean,calm,monopoly,61.62,green,Jedi
clean,calm,chutes,65.19,green,Jedi
beard,menacing,monopoly,67.86,blue,Jedi
clean,calm,chutes,61.73,blue,Jedi
clean,menacing,monopoly,66.69,red,Sith
beard,calm,clue,69.93,blue,Jedi
beard,menacing,clue,50.39,green,Jedi
clean,calm,monopoly,49.89,green,Jedi
clean,calm,clue,63.35,red,Sith
clean,calm,clue,69.46,blue,Sith
clean,calm,monopoly,66.11,red,Sith
clean,calm,monopoly,72.52,red,Sith
beard,calm,chutes,74.88,blue,Jedi
clean,calm,monopoly,76.79,red,Sith
beard,calm,chutes,66.54,blue,Jedi
clean,calm,clue,74.22,red,Sith
clean,calm,chutes,67.66,red,Sith
beard,calm,chutes,66.49,red,Sith
beard,calm,clue,68.77,green,Jedi
clean,calm,monopoly,70.53,red,Sith
clean,calm,monopoly,71.26,red,Sith
beard,calm,monopoly,75.71,blue,Jedi
beard,calm,monopoly,68.68,blue,Jedi
beard,menacing,clue,58.55,blue,Jedi
clean,calm,chutes,71.82,red,Sith
beard,menacing,monopoly,60.3,green,Jedi
clean,menacing,clue,64.16,red,Sith
beard,calm,monopoly,68.36,green,Jedi
clean,menacing,clue,68.35,red,Sith
beard,calm,clue,51.55,green,Jedi
clean,menacing,chutes,64.2,red,Sith
beard,calm,clue,86.72,blue,Jedi
clean,menacing,clue,66.09,red,Sith
clean,menacing,chutes,74.15,red,Sith
beard,calm,chutes,50.89,green,Jedi
clean,calm,monopoly,70.22,blue,Sith
clean,calm,chutes,65.36,blue,Sith
clean,menacing,chutes,64.09,red,Sith
beard,calm,monopoly,53.9,blue,Jedi
beard,calm,clue,63.06,green,Jedi
clean,menacing,chutes,66.53,red,Sith
beard,calm,clue,61.82,green,Jedi
clean,calm,chutes,63.2,blue,Sith
clean,calm,clue,70.97,red,Sith
beard,menacing,clue,65.87,blue,Jedi
clean,menacing,clue,68.3,red,Sith
clean,calm,monopoly,76.34,red,Sith
beard,calm,monopoly,65.32,green,Jedi
clean,calm,chutes,79.75,red,Sith
beard,calm,chutes,58.11,blue,Jedi
clean,calm,clue,68.71,blue,Sith
beard,calm,chutes,65.84,blue,Jedi
clean,menacing,clue,63.82,red,Sith
beard,menacing,clue,74.09,red,Sith
clean,menacing,chutes,64.9,red,Sith
beard,calm,clue,56.85,blue,Jedi
clean,calm,monopoly,64.19,green,Jedi
clean,calm,clue,70.09,red,Sith
clean,menacing,clue,76.8,red,Sith
clean,menacing,monopoly,72.8,red,Sith
beard,calm,clue,62.08,red,Jedi
clean,calm,monopoly,55.38,red,Sith
clean,menacing,monopoly,71.15,red,Sith
clean,calm,clue,75.25,blue,Sith
beard,calm,monopoly,43.19,blue,Jedi
beard,menacing,monopoly,68.19,red,Sith
clean,calm,monopoly,77.3,red,Sith
clean,menacing,monopoly,74.56,red,Sith
clean,calm,clue,81.25,blue,Jedi
clean,menacing,monopoly,72.93,red,Sith
clean,menacing,clue,68.88,red,Sith
clean,calm,clue,72.39,red,Sith
clean,menacing,monopoly,68.61,red,Sith
clean,menacing,clue,69.79,red,Sith
clean,calm,chutes,65.07,red,Sith
beard,calm,clue,72.58,green,Jedi
beard,calm,chutes,57.87,green,Jedi
clean,calm,monopoly,77.09,red,Sith
clean,calm,chutes,66.71,red,Sith
clean,calm,clue,95.02,green,Jedi
clean,calm,chutes,72.37,red,Sith
clean,menacing,clue,81.79,red,Sith
clean,menacing,monopoly,73.32,red,Sith
clean,calm,monopoly,65.67,blue,Jedi
beard,calm,clue,74.86,red,Sith
clean,calm,monopoly,58.82,red,Sith
clean,calm,monopoly,69.86,red,Sith
clean,calm,monopoly,74.49,red,Sith
beard,calm,chutes,55.78,green,Jedi
clean,calm,monopoly,73.81,red,Sith
clean,menacing,clue,82.88,red,Sith
beard,calm,clue,46.34,blue,Jedi
clean,menacing,clue,63.71,red,Sith
beard,menacing,monopoly,70.98,blue,Sith
clean,calm,clue,64.39,red,Sith
beard,calm,chutes,85.4,green,Jedi
clean,calm,monopoly,68.83,red,Sith
clean,menacing,chutes,72.5,blue,Sith
clean,menacing,clue,74.23,red,Sith
clean,calm,clue,72.45,red,Jedi
clean,menacing,monopoly,78.15,red,Sith
beard,calm,chutes,47.69,blue,Jedi
beard,calm,clue,63.16,green,Jedi
clean,calm,monopoly,70.01,green,Jedi
beard,menacing,monopoly,66.29,red,Sith
clean,calm,clue,81.02,red,Sith
beard,calm,chutes,65.03,blue,Jedi
beard,calm,chutes,65.81,red,Jedi
beard,menacing,clue,57.23,blue,Jedi
beard,calm,monopoly,66.16,blue,Jedi
clean,menacing,chutes,74.75,red,Sith
clean,menacing,monopoly,63.03,green,Sith
clean,calm,chutes,80.55,red,Sith
clean,menacing,clue,59.86,red,Sith
beard,calm,monopoly,45.25,green,Jedi
beard,calm,monopoly,49.38,blue,Jedi
beard,calm,monopoly,53.73,blue,Jedi
clean,calm,monopoly,72.47,red,Sith
clean,calm,chutes,69.98,red,Sith
beard,calm,chutes,67.09,red,Sith
beard,calm,monopoly,63.79,green,Jedi
beard,calm,clue,80.2,green,Jedi
clean,calm,chutes,70.23,red,Sith
clean,calm,monopoly,78.14,green,Jedi
clean,calm,clue,80.7,red,Sith
beard,menacing,monopoly,61.02,blue,Jedi
clean,menacing,monopoly,73.96,red,Sith
clean,calm,monopoly,70.95,blue,Jedi
clean,calm,clue,64.47,red,Sith
beard,calm,clue,60.27,green,Jedi
beard,calm,monopoly,83.68,green,Jedi
clean,calm,clue,70.59,blue,Jedi
clean,calm,monopoly,62.05,red,Sith
clean,calm,clue,69.22,green,Jedi
clean,menacing,monopoly,75.4,red,Sith
clean,calm,chutes,61.3,green,Jedi
clean,calm,chutes,102.88,green,Jedi
clean,menacing,monopoly,64.8,red,Sith
beard,calm,monopoly,60.3,blue,Jedi
clean,menacing,chutes,74.01,blue,Sith
beard,calm,chutes,50.99,green,Jedi
beard,calm,clue,54.66,blue,Jedi
clean,calm,monopoly,73.58,green,Jedi
beard,menacing,monopoly,59.32,green,Jedi
clean,calm,monopoly,71.69,red,Sith
clean,menacing,monopoly,71.22,red,Sith
clean,calm,clue,78.83,red,Sith
beard,calm,clue,66.19,green,Jedi
clean,calm,monopoly,84.13,blue,Jedi
clean,calm,clue,75.79,red,Sith
clean,calm,clue,74.35,green,Jedi
clean,calm,chutes,67.11,red,Jedi
clean,calm,clue,56.86,green,Jedi
beard,calm,chutes,61.45,blue,Jedi
clean,calm,monopoly,73.69,red,Sith
beard,menacing,monopoly,65.66,red,Sith
clean,calm,clue,69.6,blue,Jedi
clean,menacing,chutes,73.01,red,Sith
beard,calm,monopoly,57.59,green,Jedi
clean,menacing,clue,75.76,red,Sith
clean,calm,monopoly,68.17,red,Sith
beard,calm,clue,88.83,green,Jedi
clean,calm,chutes,72.29,blue,Sith
clean,calm,chutes,55.29,green,Jedi
beard,menacing,monopoly,70.38,red,Sith
clean,menacing,clue,66.02,red,Sith
clean,menacing,chutes,72.21,red,Sith
clean,menacing,chutes,78.22,red,Sith
clean,calm,monopoly,72.43,red,Sith
clean,menacing,clue,76.8,red,Sith
clean,menacing,clue,74.86,red,Sith
beard,calm,chutes,60.7,blue,Jedi
beard,calm,clue,64.36,blue,Jedi
beard,calm,clue,60.45,green,Jedi
beard,calm,monopoly,59.17,green,Jedi
beard,calm,clue,74.01,green,Jedi
clean,menacing,chutes,69.7,red,Sith
clean,menacing,monopoly,71.97,red,Sith
beard,calm,chutes,82.22,blue,Jedi
clean,menacing,monopoly,78.75,blue,Jedi
clean,calm,chutes,62.82,red,Sith
clean,calm,chutes,67.04,red,Sith
clean,menacing,monopoly,71.97,red,Sith
clean,menacing,clue,64.33,red,Sith
clean,menacing,monopoly,76.24,red,Sith
clean,menacing,monopoly,67.65,red,Sith
clean,menacing,clue,66.46,red,Sith
clean,calm,chutes,57.04,green,Jedi
beard,calm,clue,57.55,green,Jedi
clean,calm,monopoly,76.37,green,Sith
beard,calm,monopoly,54.16,blue,Jedi
clean,calm,clue,61.82,blue,Jedi
clean,calm,chutes,67.67,red,Sith
beard,calm,chutes,48.41,blue,Jedi
beard,calm,clue,70.24,blue,Jedi
clean,menacing,clue,69.08,red,Sith
beard,menacing,clue,74.3,blue,Jedi
clean,calm,clue,57.65,blue,Jedi
beard,calm,chutes,56.45,blue,Jedi
beard,calm,monopoly,66.35,blue,Jedi
beard,calm,clue,58.54,blue,Jedi
beard,menacing,clue,61.42,blue,Sith
clean,menacing,monopoly,67.89,red,Sith
clean,menacing,chutes,76.05,red,Sith
beard,calm,clue,45.43,green,Jedi
clean,calm,chutes,75.63,green,Jedi
beard,calm,clue,74.81,blue,Jedi
beard,calm,monopoly,59.66,green,Jedi
clean,calm,clue,66.06,blue,Jedi
beard,calm,monopoly,38.22,blue,Jedi
beard,calm,clue,61.11,red,Sith
clean,menacing,clue,75.27,red,Sith
beard,calm,monopoly,57.36,green,Jedi
clean,menacing,chutes,76.96,red,Sith
clean,calm,monopoly,65.08,blue,Sith
clean,menacing,monopoly,64.03,blue,Sith
beard,calm,monopoly,75.27,red,Sith
clean,calm,clue,58.62,green,Jedi
beard,calm,chutes,51.89,blue,Jedi
beard,menacing,monopoly,56.43,green,Jedi
beard,menacing,clue,67.75,red,Sith
beard,calm,monopoly,56.27,blue,Jedi
clean,calm,clue,71.09,red,Sith
clean,calm,chutes,71.13,red,Sith
clean,menacing,monopoly,78.11,green,Sith
beard,calm,clue,47.23,green,Jedi
beard,calm,clue,41.74,blue,Jedi
beard,calm,chutes,71.39,blue,Jedi
clean,calm,clue,72.41,red,Sith
beard,calm,chutes,56.06,green,Jedi
clean,calm,monopoly,69.63,red,Sith
beard,calm,chutes,54.6,blue,Jedi
beard,calm,clue,39.66,blue,Jedi
clean,calm,clue,77.98,red,Sith
beard,calm,chutes,46.08,green,Jedi
beard,calm,clue,65.84,green,Jedi
clean,menacing,monopoly,78.26,red,Sith
clean,calm,clue,72.57,red,Sith
clean,menacing,chutes,73.12,red,Sith
clean,calm,chutes,52.43,blue,Jedi
clean,calm,clue,64.87,blue,Jedi
beard,calm,monopoly,79.32,blue,Jedi
clean,menacing,chutes,72.42,red,Sith
clean,menacing,monopoly,79.89,red,Sith
clean,menacing,chutes,66.32,red,Sith
clean,calm,monopoly,67.94,red,Sith
beard,menacing,chutes,70.15,red,Sith
clean,menacing,clue,69.08,red,Sith
clean,calm,chutes,65.37,red,Sith
clean,calm,monopoly,72.85,red,Sith
beard,menacing,chutes,82.06,red,Sith
clean,menacing,monopoly,69.48,red,Sith
beard,calm,clue,67.37,red,Sith
beard,calm,chutes,56.47,green,Jedi
beard,calm,monopoly,78.62,green,Jedi
beard,calm,chutes,80.87,blue,Jedi
clean,menacing,chutes,61.43,red,Sith
clean,calm,monopoly,59.88,green,Jedi
clean,menacing,monopoly,68.95,red,Sith
clean,menacing,clue,71.26,red,Sith
clean,calm,monopoly,72.13,red,Sith
clean,calm,chutes,64.07,blue,Sith
clean,calm,chutes,72.47,red,Sith
beard,calm,clue,52.25,blue,Jedi
beard,calm,monopoly,74.61,blue,Jedi
clean,menacing,clue,69.71,red,Sith
